Treatment Pressure of Stage 1,Treatment Pressure of Stage 2,Treatment Pressure of Stage 3,Treatment Pressure of Stage 4,Treatment Pressure of Stage 5,Treatment Pressure of Stage 6,Treatment Volume of Stage 1,Treatment Volume of Stage 2,Treatment Volume of Stage 3,Treatment Volume of Stage 4,Treatment Volume of Stage 5,Treatment Volume of Stage 6,Fracture Spacing,NPV,Length of Fracture 1,Width of Fracture 1,Length of Fracture 2,Width of Fracture 2,Length of Fracture 3,Width of Fracture 3,Length of Fracture 4,Width of Fracture 4,Length of Fracture 5,Width of Fracture 5,Length of Fracture 6,Width of Fracture 6,Length of Fracture 7,Width of Fracture 7,Length of Fracture 8,Width of Fracture 8,Length of Fracture 9,Width of Fracture 9,Length of Fracture 10,Width of Fracture 10,Length of Fracture 11,Width of Fracture 11,Length of Fracture 12,Width of Fracture 12,Length of Fracture 13,Width of Fracture 13,Length of Fracture 14,Width of Fracture 14,Length of Fracture 15,Width of Fracture 15,Length of Fracture 16,Width of Fracture 16,Length of Fracture 17,Width of Fracture 17,Length of Fracture 18,Width of Fracture 18,Length of Fracture 19,Width of Fracture 19,Length of Fracture 20,Width of Fracture 20,Length of Fracture 21,Width of Fracture 21,Length of Fracture 22,Width of Fracture 22,Length of Fracture 23,Width of Fracture 23,Length of Fracture 24,Width of Fracture 24,Average of Fracture Length,Average of Fracture Width,Variation of Fracture Length,Variation of Fracture Width,Average Area of Fracture
25.7384,22.368,24.3592,27.348,27.2968,22.4744,2200.4,2656.8,2814.4,2820.8,2390.4,3538.4,15.367,19896400,51.0192,0.0222285,36.836,0.0103432,36.836,0.0103432,51.0192,0.0222285,12.0,0.0,137.984,0.0089294,83.3293,0.0042781,185.858,0.0113268,75.9551,0.0263956,55.1181,0.0093969,50.0894,0.0083893,79.516,0.018736,44.7269,0.0269002,38.0104,0.0151109,36.2081,0.0132613,50.2768,0.0285702,31.3043,0.0109423,39.3394,0.0178213,35.3688,0.0123155,49.9791,0.0284462,12.0,0.0,111.872,0.0079453,101.598,0.0047091,185.755,0.0118314,66.33329583333334,0.013768716666666665,2246.6750609899823,7.185431279275363e-05,0.4220092325754166
28.116,25.1024,27.1336,24.0072,22.9888,23.764,2503.2,3287.8,2375.0,2538.2,3686.0,3001.4,27.538,29294300,31.1243,0.0297419,29.4688,0.0248433,29.4688,0.0248433,31.1243,0.0297419,54.5715,0.0179459,59.657,0.0183956,58.6825,0.0181072,64.3612,0.0220895,33.2226,0.0229652,33.6838,0.0224342,33.8118,0.0224199,36.0702,0.0270996,56.1899,0.0133186,65.5051,0.0147858,63.8974,0.0143301,70.4347,0.0175424,102.997,0.0114273,122.822,0.0122876,114.583,0.0116877,131.875,0.0143125,72.4178,0.0140766,75.8281,0.014152,74.9383,0.0139051,83.2401,0.0169531,63.74896666666666,0.018725262500000003,921.3271166466666,3.2330153243315224e-05,0.604036640691875
22.3936,25.872,29.3392,25.3584,25.476,28.7528,3366.0,3952.0,2412.4,2552.0,2105.4,2129.4,11.779,16856700,185.061,0.0115364,67.4088,0.0032239,67.4088,0.0032239,185.061,0.0115364,53.8537,0.0256887,53.1461,0.0153575,45.4611,0.0077364,94.8633,0.0259676,30.7354,0.0376724,23.0467,0.0098187,22.8012,0.0101107,31.7402,0.031436,12.0,0.0,66.701,0.0178895,35.2585,0.0036205,93.5328,0.0242812,35.2106,0.006424,51.7637,0.0133322,32.7544,0.0043877,74.7941,0.0237681,33.6124,0.0375676,24.3745,0.009125,24.024,0.0094302,34.7834,0.0305412,57.47486249999999,0.015569825,2033.8188282972283,0.00012813412957065216,0.37337499810062497
24.44,25.6888,23.6944,26.3192,27.9456,22.328,2839.4,3346.8,3987.4,2453.8,2287.2,2836.6,36.289,35056500,56.4744,0.0196007,54.3164,0.0178248,54.3164,0.0178248,56.4744,0.0196007,47.3686,0.0224297,48.1874,0.0223217,48.3421,0.0223995,50.2356,0.024673,87.5788,0.0162365,91.4757,0.0161702,91.2311,0.016204,95.7824,0.0178276,36.1773,0.0237795,36.1802,0.0230581,36.2857,0.0231489,37.4808,0.0254572,26.1841,0.0265099,26.5616,0.0267525,26.6347,0.0268741,27.2776,0.0292998,106.304,0.0104539,113.387,0.0104167,112.19,0.0104496,117.582,0.0114127,61.83451250000001,0.020030254166666667,966.5151802611412,3.1720683189547105e-05,0.6167064391745832
26.8672,26.5128,27.86,23.9528,23.132,22.8752,2416.0,3408.0,2202.6,3022.8,3020.8,2467.0,32.425,31983100,32.17,0.0259824,30.9969,0.0230251,30.9969,0.0230251,32.17,0.0259824,44.8203,0.0246308,45.8196,0.0242276,45.8685,0.0242722,48.2581,0.0276045,25.4023,0.0243457,25.9517,0.0249294,26.0653,0.02509,26.915,0.0281866,66.24,0.0161533,68.7228,0.0157335,68.383,0.0157538,72.6703,0.0179364,82.6836,0.0123763,90.5327,0.0131141,89.8559,0.0130089,96.2666,0.0148105,76.2085,0.0110751,82.2131,0.0117997,82.0821,0.0117543,87.7254,0.0133909,57.45910833333334,0.019508691666666668,628.6826208042753,3.612170548949275e-05,0.5644753515552083
24.3744,22.4744,25.6536,24.4344,27.2688,28.6696,3905.4,3899.4,3565.8,3669.4,3645.8,3376.2,23.779,28107200,89.8486,0.0195801,76.3646,0.0148239,76.3646,0.0148239,89.8486,0.0195801,82.2228,0.0047743,169.323,0.0106576,142.385,0.0090222,186.234,0.0119397,59.2071,0.0220438,55.8163,0.0183901,55.3322,0.0180439,63.2747,0.0238547,63.9002,0.0120579,86.0022,0.0166972,79.8633,0.0149237,95.7189,0.0200408,46.0631,0.0251915,45.4908,0.0228186,45.2439,0.0223562,50.9732,0.0294937,34.9563,0.0251746,36.6596,0.0260586,36.6332,0.0254971,40.5968,0.033517,75.34679166666668,0.019223383333333333,1610.581600046884,4.679317104753623e-05,0.6731104849135416
23.18,24.8416,22.1384,24.2328,27.0344,25.0816,2199.6,3224.4,3781.2,3236.6,3230.0,2663.8,24.052,27718300,77.0002,0.0138039,66.6353,0.0104464,66.6353,0.0104464,77.0002,0.0138039,61.9991,0.0171744,63.1463,0.016351,62.0563,0.0158158,71.5346,0.0208847,42.8294,0.0024813,168.244,0.0093208,143.117,0.0076123,185.622,0.0101389,74.9394,0.0167632,72.1703,0.0145649,70.7561,0.0141618,82.4618,0.0186849,41.9992,0.0238684,41.4826,0.02162,41.3808,0.0212826,46.1065,0.0278492,45.1931,0.0126768,57.255,0.017435,55.4651,0.0161064,63.4989,0.021416,74.10535416666666,0.015612875,1443.5144354773736,3.229069219760869e-05,0.5613379130410416
28.0888,25.776,29.8016,28.3344,23.192,29.5016,3317.8,2159.2,2577.6,2213.6,2075.6,3555.6,34.816,31405300,35.8515,0.0325658,34.6541,0.0293751,34.6541,0.0293751,35.8515,0.0325658,34.8189,0.0192203,36.7499,0.0206662,36.9091,0.0207666,38.2985,0.0231021,24.877,0.0330269,24.9979,0.0324563,25.0537,0.0325732,25.6761,0.0357591,26.4489,0.027146,27.0981,0.0279359,27.1712,0.0280472,27.9257,0.0309159,59.3069,0.0124689,63.5943,0.0128495,63.4987,0.0128705,66.6327,0.0143509,29.524,0.0352203,29.1604,0.0330786,29.211,0.0331607,30.0868,0.0366369,36.16879166666667,0.026922241666666666,172.38279038688407,6.197248024688404e-05,0.4704924333612501
22.2544,23.8016,28.4112,22.5544,29.8592,22.4832,3627.8,3783.4,2794.4,2671.8,3767.2,2305.0,13.957,19439900,185.192,0.010643,87.5544,0.0042988,87.5544,0.0042988,185.192,0.010643,82.3714,0.0137074,102.931,0.0159972,60.6782,0.0054249,133.065,0.017623,38.7589,0.0370586,28.3858,0.0123584,28.4328,0.0129474,38.3931,0.0301626,12.0,0.0,96.216,0.0075983,96.8681,0.0039332,186.205,0.0123347,40.2413,0.0518406,27.4201,0.0128213,28.5606,0.0161778,38.1669,0.0355548,12.0,0.0,19.5331,0.0015323,129.777,0.0078026,240.409,0.011638,82.74608749999999,0.014016529166666665,4183.529093248968,0.00016249572376563406,0.49626323747395823
27.9744,28.588,22.3696,28.6688,29.1832,28.8248,2693.8,2335.8,2926.4,3887.6,3679.4,2844.6,31.447,29606000,31.1414,0.0300403,29.9473,0.026392,29.9473,0.026392,31.1414,0.0300403,26.4393,0.0269677,27.104,0.0275803,27.1863,0.0276607,28.1892,0.0314147,105.198,0.0097714,124.769,0.0101677,118.685,0.0100138,128.99,0.0114485,36.5804,0.0338359,35.481,0.0303553,35.5157,0.0303602,37.2019,0.0347499,31.3112,0.0304876,32.3592,0.0313481,32.477,0.0314372,33.9355,0.0359669,26.4747,0.0270196,27.4634,0.0284961,27.5724,0.028607,28.6157,0.0325298,45.57192916666667,0.026795125000000003,1162.0173290647647,6.282245590804348e-05,0.5982899416704167
23.6312,26.3936,26.44,23.1776,28.956,22.7432,2551.2,3898.8,3330.0,2025.4,3587.2,2070.4,19.141,23425500,84.2977,0.0157219,63.52,0.0097194,63.52,0.0097194,84.2977,0.0157219,60.191,0.0233195,56.4409,0.0182022,53.9405,0.0167263,69.529,0.0269249,44.8212,0.0142016,55.2438,0.019349,51.3835,0.0163935,66.3235,0.0268613,17.8306,0.001217,87.7227,0.0113196,75.2546,0.0084594,108.686,0.0143525,39.6908,0.0334692,34.6675,0.0219219,34.5377,0.02154,40.823,0.0334806,12.0,0.0,105.438,0.0107625,86.9825,0.007326,128.378,0.0126092,63.563341666666666,0.016221616666666668,800.0265130547102,7.545375768579709e-05,0.470470823056875
26.8008,23.316,26.1136,25.1864,24.3184,24.1536,3967.8,3530.8,2792.2,2171.4,3026.8,2202.4,11.533,17759800,73.4132,0.0293092,36.6526,0.0081634,36.6526,0.0081634,73.4132,0.0293092,12.0,0.0,40.2627,0.002434,63.7761,0.0053745,185.627,0.0166612,48.6895,0.544747,25.3671,0.0,27.1529,0.009473,43.4118,0.0179693,17.5221,0.0008409,59.5925,0.0159819,31.6803,0.0030486,84.3568,0.0234121,17.1434,0.0008431,87.3516,0.0114183,46.0112,0.0043013,150.489,0.0213058,33.2962,0.0031439,74.0884,0.0114722,37.0074,0.0031353,111.073,0.0192083,59.00127499999999,0.032904829166666656,1774.5542490915218,0.011968589834457805,0.8084222101337503
23.0016,24.8624,24.5552,23.2416,28.5,24.12,2231.4,3837.6,2503.8,2140.0,3335.4,2707.0,13.021,18974900,111.668,0.0136599,55.2666,0.00491,55.2666,0.00491,111.668,0.0136599,67.4953,0.0296823,59.7545,0.009022,52.8188,0.0079414,106.39,0.0221705,37.2462,0.0040428,74.4044,0.0129821,45.4934,0.0058297,104.118,0.0207369,12.0,0.0007059,92.0519,0.0085747,56.6844,0.0047174,147.469,0.0156226,41.8765,0.0481109,26.4637,0.0089178,27.6231,0.0122404,38.6276,0.0305674,12.0,0.0,89.8814,0.0143572,51.8459,0.0049635,127.96,0.0192298,66.91972083333333,0.013231462500000004,1356.9555238451992,0.00012195098379374999,0.38049422160395846
26.16,23.8184,27.492,26.8912,25.0704,28.9648,3158.0,3811.4,3863.8,3204.4,2339.6,2804.0,34.66,33211200,43.3107,0.0256521,41.6569,0.023061,41.6569,0.023061,43.3107,0.0256521,81.6159,0.0163924,85.4561,0.0162501,85.0837,0.0162732,89.8576,0.0181324,40.4785,0.029382,40.2284,0.0280149,40.3344,0.0280964,41.9607,0.0312972,39.8009,0.0249451,41.3774,0.0257791,41.5334,0.0258857,43.2497,0.0288585,41.2575,0.0175735,43.8879,0.0189128,44.0844,0.0189908,45.9722,0.0211911,28.0852,0.0313706,28.1776,0.0306031,28.2504,0.030717,29.0814,0.0339475,47.0711875,0.024584983333333334,337.86804580374996,3.0416146439710142e-05,0.547830236870625
23.0584,24.572,24.6328,24.6328,22.436,28.82,3786.2,2534.4,2558.2,2546.2,3857.2,3660.6,14.668,20571100,167.601,0.0143281,89.8449,0.0069227,89.8449,0.0069227,167.601,0.0143281,65.466,0.0191328,53.4607,0.0105082,45.1902,0.0076307,75.1152,0.0195323,44.2903,0.0067847,72.1675,0.014048,50.3768,0.0077332,93.9764,0.0206796,44.1697,0.0067632,71.7894,0.0137523,50.4209,0.0077983,93.5709,0.0205803,12.0,0.0,120.399,0.0073233,79.5874,0.0045644,186.073,0.011806,47.7298,0.0477228,31.6448,0.0134604,32.6888,0.0157997,44.4012,0.0332323,76.22540833333333,0.013806420833333333,2024.5041738225361,0.00010106142973215581,0.4823103076710417
26.4896,28.408,27.6496,23.0368,28.48,27.8208,3499.6,2211.0,3997.2,3559.4,3468.2,3036.8,17.158,21083700,59.9222,0.0263096,44.9336,0.0145612,44.9336,0.0145612,59.9222,0.0263096,28.8697,0.0200991,29.1035,0.0183788,28.5995,0.0164942,34.4519,0.0291585,41.2452,0.0157682,59.147,0.0244395,48.3406,0.0164793,68.8321,0.0322155,12.0,0.0,135.302,0.0110569,110.034,0.0077569,186.348,0.0143686,42.8487,0.034143,34.8295,0.0183348,34.6791,0.0181023,43.3321,0.031833,32.4196,0.011684,43.6746,0.0218919,40.0143,0.0163051,53.06,0.0310575,54.86845833333333,0.019637862500000002,1465.8221708060146,7.175361327375001e-05,0.4802702093189583
23.048,22.5464,28.1384,24.5624,27.9208,22.7264,3847.4,2953.8,3927.8,2910.8,2277.8,3302.0,13.756,19541200,176.992,0.0143848,87.4518,0.0063624,87.4518,0.0063624,176.992,0.0143848,24.7428,0.0018109,130.473,0.0083819,68.1495,0.003829,185.275,0.0123138,50.9474,0.053445,30.5438,0.0098506,32.2689,0.013466,45.968,0.0308796,12.0,0.0,84.8172,0.0156066,54.0759,0.0068386,116.786,0.0209993,34.4383,0.0283642,27.8292,0.0123147,27.1987,0.0112959,36.7373,0.0278787,12.0,0.0,127.788,0.0101327,72.1191,0.0033814,186.549,0.0132044,78.7331125,0.013561987499999999,3343.05414032375,0.0001430182792620109,0.3869293410391667
26.3368,29.6184,27.88,28.3336,23.7576,25.5864,2098.0,2892.4,3503.2,2720.4,2975.6,2045.4,12.322,16731500,48.4308,0.0245857,30.0354,0.0074421,30.0354,0.0074421,48.4308,0.0245857,33.8337,0.0367918,26.4672,0.0125679,25.5919,0.0113068,37.2463,0.0347041,19.9677,0.0013477,55.6639,0.0249127,35.6653,0.0073382,75.0073,0.034506,34.0435,0.0131807,39.2361,0.0180819,31.0805,0.0087421,55.0005,0.0338118,12.0,0.0,53.6428,0.0054546,81.3066,0.00769,186.389,0.0182303,46.1736,0.0329633,32.5238,0.0068666,29.957,0.0063027,49.5722,0.0217526,46.55422083333334,0.016691974999999994,1146.5337238408515,0.00013616274035673913,0.3411739236691667
22.7728,28.8328,28.036,26.5824,26.3712,22.1336,3956.8,2937.0,3511.4,3435.0,3175.4,3896.4,33.067,32925000,130.124,0.0136577,121.227,0.0121319,121.227,0.0121319,130.124,0.0136577,28.2826,0.031861,27.8005,0.0294287,27.8352,0.0294687,28.7433,0.0329586,37.0635,0.0291372,37.9717,0.0291149,38.0519,0.0291987,39.7276,0.0329558,43.9097,0.023758,46.2436,0.0247572,46.3696,0.0248179,48.6999,0.0280709,43.1509,0.0228992,45.1173,0.0237731,45.2862,0.0238373,47.5348,0.0269611,151.273,0.009133,180.547,0.0095415,170.066,0.0093847,185.325,0.0105749,75.90422083333333,0.02221715,3023.5676268556335,7.097421484956522e-05,0.7935815385964583
29.8272,23.548,27.0504,23.38,29.7744,26.6432,3988.8,3234.0,2299.0,2910.0,3078.8,2384.0,14.572,19021500,43.2287,0.0369566,31.7214,0.0167092,31.7214,0.0167092,43.2287,0.0369566,12.0,0.0,113.416,0.0122664,89.5235,0.0060442,176.304,0.0168647,39.6461,0.0276647,31.0543,0.0118479,30.5362,0.0113339,41.2634,0.0257201,12.0,0.0,122.946,0.0134418,68.6988,0.0057967,155.094,0.0159364,34.0939,0.0413199,25.9178,0.0149964,26.185,0.0160626,33.1048,0.0334319,16.5178,0.0007575,49.1935,0.0208049,37.7013,0.0093341,61.0068,0.0274278,55.254308333333334,0.017432645833333336,1966.8792777529704,0.00013967622674519926,0.3800881749843749
27.5848,22.1264,23.4488,26.7016,23.6384,29.652,2254.8,3950.4,3558.4,2032.2,3417.8,2139.0,22.162,24602000,33.0824,0.0268903,30.0178,0.0198015,30.0178,0.0198015,33.0824,0.0268903,12.0,0.0,185.024,0.0096152,141.684,0.007116,198.689,0.0100484,99.089,0.0132735,101.535,0.0122163,92.9351,0.0112283,119.281,0.015904,31.8782,0.021071,30.7238,0.0176404,30.6771,0.0173395,33.9485,0.0236893,74.417,0.0116037,108.335,0.0136965,87.9984,0.0116904,115.237,0.0167373,23.8925,0.0294289,22.902,0.0237853,22.9223,0.023645,24.5749,0.0311705,70.16434166666667,0.017261795833333333,2927.6841704460144,5.8527908763025366e-05,0.5076605664879167
26.1656,29.2208,22.956,22.4512,23.764,26.0496,3997.2,3749.2,3579.2,2488.6,2992.2,2668.8,12.238,18430300,84.5511,0.0270681,43.0592,0.008824,43.0592,0.008824,84.5511,0.0270681,38.5065,0.0164769,41.6198,0.0240309,34.0316,0.010076,60.1433,0.0383703,12.0,0.0,20.834,0.0018465,68.7509,0.0053464,186.214,0.0147757,13.9051,0.0008386,118.249,0.0076232,22.4257,0.0010904,185.43,0.0121187,62.8493,0.0165384,84.4043,0.0102093,53.1528,0.0047107,137.244,0.0177574,49.0525,0.0230831,39.69,0.0105105,36.2518,0.0072651,66.152,0.0257008,66.08863333333332,0.013339712500000003,2287.915759357971,0.00010009470888288044,0.3995843456202082
25.9416,29.888,24.0056,26.9056,23.9728,22.292,2889.4,3747.0,2856.2,3377.4,3284.8,3587.6,10.186,15293700,68.4618,0.0255322,29.7532,0.0045729,29.7532,0.0045729,68.4618,0.0255322,34.3068,0.112298,19.6695,0.0009753,21.7913,0.0095556,32.705,0.0333798,12.0,0.0,19.0085,0.0023039,52.1032,0.0064452,187.998,0.0206099,48.4801,0.0378277,33.9689,0.0189555,28.0872,0.00204,55.9841,0.0283701,12.0,0.0,61.8788,0.0061823,17.7121,0.000346,186.46,0.0210392,12.0,0.0,35.7139,0.0025267,15.2768,6.63e-05,185.999,0.0110012,52.89888333333334,0.015588870833333336,2973.3486600379706,0.0005656479337891122,0.2974583284041667
24.2712,24.1512,22.6928,27.8152,24.156,23.6888,3855.0,3320.8,2427.2,3911.8,3699.2,2718.4,14.026,20835600,119.122,0.0194385,64.5785,0.008491,64.5785,0.008491,119.122,0.0194385,50.7173,0.0054452,103.304,0.0130318,63.4548,0.0073908,140.479,0.019521,12.0,0.0006195,118.151,0.0075571,74.7185,0.0047563,185.52,0.0131175,53.4452,0.0516286,32.6287,0.0104793,33.9421,0.0132917,48.6994,0.0301225,12.0,0.0,118.272,0.0155934,68.5295,0.0070868,157.195,0.019587,43.8538,0.0036063,102.245,0.0115039,62.5272,0.0064431,139.538,0.0172244,82.85922916666668,0.013077716666666664,2165.0205870804166,0.00011750213400666671,0.578217834873125
29.0808,28.9064,24.0016,26.3952,29.324,23.8088,2979.6,2288.6,2254.0,3185.4,2222.4,3829.0,26.86,27273700,28.7331,0.0324933,27.237,0.0269641,27.237,0.0269641,28.7331,0.0324933,25.7133,0.0249046,26.8301,0.0263002,26.8937,0.0261917,28.3934,0.031638,49.3875,0.0123181,59.3806,0.0143237,57.7011,0.0137551,63.7243,0.0170848,45.8731,0.0227687,46.0505,0.0215651,46.052,0.0214109,50.175,0.026319,23.0989,0.0265998,23.3663,0.0262192,23.4679,0.0263063,24.5624,0.03144,85.8126,0.0150249,96.5717,0.0146449,90.293,0.0142179,103.171,0.0176727,46.185775,0.02290085,643.0269659497827,4.2637098613043484e-05,0.5211074639852085
24.4408,24.3896,26.3664,28.3384,24.1264,24.396,3962.8,3057.6,2302.2,3320.0,2949.0,2050.6,12.466,18593200,120.522,0.0204083,56.7611,0.007228,56.7611,0.007228,120.522,0.0204083,44.9292,0.0049975,90.6782,0.0127711,49.6548,0.0054802,132.338,0.0207103,46.4576,0.0136486,35.907,0.0273051,31.0825,0.0041853,51.7823,0.0263818,37.961,0.0383571,34.2004,0.0125935,30.6459,0.0100089,51.0164,0.0329443,12.0,0.0,81.5391,0.0106906,63.3558,0.0056704,155.099,0.0199275,44.141,0.0080569,62.4071,0.0117985,37.7867,0.0044185,86.465,0.0194337,63.91721666666666,0.014360516666666665,1327.0476502344927,9.742256039971016e-05,0.4630339824208332
28.832,26.7128,27.4992,29.8984,27.748,27.968,2346.4,3947.8,2599.6,3277.2,3651.8,3752.0,15.475,19217700,31.2191,0.0294091,25.6554,0.0151733,25.6554,0.0151733,31.2191,0.0294091,33.0212,0.007298,73.2336,0.0247285,49.0115,0.0120095,83.8183,0.029288,36.2126,0.0160016,40.118,0.0179231,36.2434,0.0131654,50.901,0.0292513,34.4835,0.0253991,34.1304,0.0217158,32.4818,0.0177897,43.3064,0.0373413,27.4424,0.0046361,55.0201,0.0241364,44.7107,0.0140722,69.4232,0.0327732,40.0783,0.014517,51.1512,0.0213027,43.7722,0.0150645,66.3492,0.0332877,44.11075,0.0208694125,247.75350418347824,7.451149486722828e-05,0.46657906163083335
24.132,26.1408,25.9512,26.7224,24.2632,29.1616,2119.4,3074.8,3337.8,3478.4,3612.2,3771.0,16.363,21608700,69.1558,0.0171858,48.2583,0.0086431,48.2583,0.0086431,69.1558,0.0171858,53.814,0.0207925,51.4208,0.0154757,46.5257,0.0125947,67.0825,0.0255987,42.8178,0.0092647,64.7406,0.0181075,52.804,0.012383,81.632,0.025806,47.5761,0.0159013,56.9007,0.0188369,48.8106,0.0139542,72.251,0.0284447,23.6992,0.0018784,109.308,0.0156397,78.32,0.010095,138.143,0.0197588,43.8411,0.0364234,35.8925,0.0194986,35.2956,0.0186429,45.7841,0.0349919,59.645312499999996,0.017739433333333336,604.621534114185,6.683298183971015e-05,0.5315764055385416
25.2328,22.5184,29.2936,23.9776,28.0736,22.9888,3074.0,2689.4,2229.0,2855.6,2841.6,2396.4,14.23,19306300,76.3058,0.0223522,46.3648,0.0093224,46.3648,0.0093224,76.3058,0.0223522,12.0,0.0,115.868,0.0074556,77.309,0.004474,185.894,0.0122375,29.1737,0.0383975,22.3662,0.0126598,22.717,0.0142542,27.5738,0.0292567,12.0,0.0,104.348,0.0162927,54.0416,0.0057352,123.4,0.0183608,40.6959,0.0346114,30.6085,0.0129384,30.2622,0.0128306,41.4438,0.0296836,12.0,0.0,108.512,0.0104859,74.7047,0.0045788,162.128,0.0142197,63.84948333333333,0.014242566666666666,2305.429810022318,0.00011319338742057972,0.36101102515791667
29.708,29.856,26.104,22.6272,23.3904,28.0136,3162.8,2505.8,2789.4,2233.2,2597.8,3826.0,18.184,21888000,33.5027,0.0340045,28.7368,0.0211557,28.7368,0.0211557,33.5027,0.0340045,25.9028,0.0185425,29.2999,0.0239728,28.7249,0.0210258,33.747,0.034642,28.2363,0.0053351,58.3487,0.0210687,49.1667,0.0138463,66.9168,0.0255043,12.0,0.0002005,118.777,0.009847,93.6689,0.0068417,151.601,0.0122922,75.7894,0.0103118,90.578,0.0110868,72.1228,0.0085109,109.559,0.0152826,47.5237,0.0310422,40.5686,0.0195476,40.016,0.0188211,49.9725,0.0313531,56.124958333333325,0.018724808333333332,1219.6318941173192,9.48366538981884e-05,0.5150026337964583
26.3264,28.0496,22.5064,23.4872,29.1176,24.5272,2720.8,2890.2,2030.2,2071.6,2727.0,2293.6,37.804,33757800,37.647,0.0257321,36.6041,0.023664,36.6041,0.023664,37.647,0.0257321,30.4596,0.0289943,30.8415,0.0289847,30.9209,0.0290993,31.7065,0.0315845,72.154,0.0103369,78.5702,0.0108111,78.4217,0.0108317,81.6917,0.0118189,53.8813,0.014178,54.5217,0.0140351,54.703,0.0140871,56.7049,0.0153697,24.4622,0.0317242,24.3686,0.0306531,24.407,0.0307491,24.8668,0.033086,44.3324,0.0172488,45.9153,0.0175953,46.0352,0.0176737,47.5923,0.0192817,45.210791666666665,0.021538975000000002,323.8740928555797,6.200129532717391e-05,0.4514215232124999
29.3752,22.6464,28.1392,23.256,22.1192,22.7208,2270.8,3792.2,2318.6,2351.0,2973.6,3467.0,14.152,19317800,32.2752,0.0316876,25.333,0.014185,25.333,0.014185,32.2752,0.0316876,12.0,0.0,185.052,0.0108831,88.6842,0.0034432,253.329,0.0130414,35.3575,0.0362464,25.5776,0.0111148,26.0904,0.0126164,33.4879,0.0276107,12.0,0.0,105.927,0.0126233,59.1327,0.0047072,136.838,0.0152176,12.0,0.000568,118.806,0.0059956,68.1667,0.0030812,185.357,0.010186,115.848,0.012406,139.974,0.0098058,74.9901,0.0047229,185.235,0.0130287,82.87789583333334,0.01246014583333333,4715.2111783578075,0.00010210719101302533,0.5011586223139582
23.5952,27.784,28.5344,25.8312,22.4712,25.2608,3513.2,2698.6,3841.2,2445.2,3216.6,3161.0,18.526,22976800,116.306,0.016302,81.5172,0.01002,81.5172,0.01002,116.306,0.016302,38.4254,0.0269222,34.4247,0.0184291,34.0973,0.0177228,40.8421,0.0287255,38.1448,0.019636,44.3351,0.0241936,41.7921,0.0202334,52.6082,0.0340437,30.4672,0.0055731,52.919,0.0177171,48.6122,0.0138139,64.1459,0.0240695,12.0,0.0002566,152.51,0.0100554,110.99,0.0067156,185.459,0.0117409,64.7232,0.0213428,55.7398,0.0140949,53.5315,0.0131536,70.5444,0.0220895,67.58159583333335,0.01679888333333333,1722.5494903299816,6.159983388927537e-05,0.56361290432875
24.688,24.58,25.4312,25.764,27.7408,25.664,3153.8,2069.4,3379.0,2957.8,3088.4,3206.4,22.054,25610800,72.0621,0.0200072,60.4361,0.0142709,60.4361,0.0142709,72.0621,0.0200072,44.0369,0.0116462,50.6052,0.0140547,49.3351,0.0130407,57.9599,0.0185845,54.8775,0.0164261,60.7722,0.0177047,58.316,0.0162937,69.794,0.0231117,47.0267,0.0157008,52.9205,0.0180797,51.5546,0.016855,60.8309,0.0238421,38.812,0.0230587,39.8143,0.0224517,39.5388,0.0216492,45.1792,0.0301624,44.5105,0.0124057,61.5403,0.019453,57.6638,0.0168447,69.2329,0.0240864,54.971570833333324,0.018500329166666666,103.88082889780797,2.0065602848242753e-05,0.5024038979512501
27.188,22.2384,26.324,27.9136,23.8296,25.3128,2499.4,3398.6,2862.2,3865.6,2993.6,3083.4,10.078,15427800,49.6307,0.0287398,25.1743,0.0048777,25.1743,0.0048777,49.6307,0.0287398,12.0,0.0,16.4227,0.0017592,12.0,0.0003444,185.556,0.0116626,47.7737,0.0503764,16.213,0.0,26.7337,0.0063367,47.5277,0.0247066,31.8061,0.0149399,46.6485,0.0164444,32.4394,0.0041659,88.1115,0.036918,12.0,0.0,25.1994,0.0029725,16.8197,0.000414,185.621,0.0198467,54.2362,0.0553132,28.226,0.0021258,26.8819,0.0039558,58.7848,0.0220527,46.692137499999994,0.014232074999999999,2165.8675080815765,0.0002612487098967391,0.2988652672947916
22.2136,28.304,26.4064,29.9272,29.2104,29.448,2447.0,2462.6,2197.8,2104.2,3506.6,2177.4,16.804,19261500,154.644,0.010208,92.8505,0.0054124,92.8505,0.0054124,154.644,0.010208,34.9547,0.0325934,28.3458,0.0160133,28.4855,0.0163508,34.2509,0.0287082,26.789,0.0060042,44.1403,0.0189435,38.6406,0.0121949,52.2454,0.0252102,25.7985,0.0254951,24.8393,0.0200389,24.6895,0.0187143,28.8924,0.032503,33.4796,0.0179157,43.2967,0.0258158,38.2074,0.0184499,50.9849,0.036432,24.9993,0.0167406,27.5246,0.0206292,27.0232,0.0178493,32.5386,0.0322614,48.546466666666674,0.019587687500000003,1407.0229120301449,7.942295164114128e-05,0.4625159541570833
